Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
-1.415181069,0,-0.321008323,0.223032976,-0.89168825,-1.575686274,1.481551299,1.785510994,-0.057787545,0.246200205,-0.529482201,-0.854643961,-1.078504438,0.762697628,-0.426230015,1.191437986,0.241988312,-0.807339044,1.70749969,-1.077862129,-0.491173528,-0.61549158,-0.368715287,-0.314873487,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.101158853,1,1.030102393,-0.023755488,1.061786754,0.254624925,0.792660072,-1.026166736,-0.961486392,-1.567906567,-0.657819307,-1.029757967,1.724680879,2.129306007,2.346151056,-0.658972832,-0.932014389,-0.164511401,0.931603386,0.338096164,-0.327893318,-0.33939374,-0.679145684,-0.314873487,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
-0.320162556,0,-0.95070029,-0.270543952,1.061786754,-1.575686274,-0.6343289,0.379672129,0.845911301,-0.660853181,1.166734876,0.980961198,-1.078504438,-1.150554102,-0.426230015,0.266232577,-0.932014389,0.221185185,0.931603386,0.338096164,0.815068147,0.488899781,-0.058284891,1.92795644,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-1.743686623,0,-1.020115152,0.716609903,-0.89168825,0.254624925,1.481551299,0.379672129,-0.961486392,1.15325359,-1.119960374,0.698192836,-0.678049393,-0.330589074,-0.426230015,1.191437986,-0.932014389,-1.450166688,2.483395994,0.338096164,-1.144294365,-1.16768726,-0.679145684,-1.15593471,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
-0.320162556,1,-0.256551665,-0.393938184,-1.868425752,-0.660530674,0.841866588,0.379672129,-0.961486392,-1.567906567,-0.752797264,0.391954137,-0.277594348,-1.150554102,-0.426230015,0.266232577,-0.932014389,-0.421642458,-0.620189223,0.338096164,-0.491173528,-0.61549158,-0.368715287,-0.314873487,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1.76037262,0,1.188764935,-0.517332416,0.085049252,0.254624925,-0.388296319,0.379672129,2.653308994,0.246200205,2.675333303,-0.50287,0.523315743,-1.150554102,-0.426230015,1.191437986,0.241988312,1.892537058,0.155707081,-1.077862129,1.141628566,2.421584662,0.562575902,1.086895218,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.539166258,1,0.799545885,0.840004135,-1.868425752,-0.660530674,0.300594909,-2.432005601,-0.961486392,-1.567906567,-0.549030237,-1.353704823,-0.678049393,1.855984331,2.346151056,-0.658972832,-0.932014389,-0.164511401,1.70749969,0.338096164,0.488507728,-0.61549158,1.183436696,0.806541477,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0.555852255,0,-0.276384483,-0.14714972,1.061786754,0.254624925,-0.880361482,0.379672129,-0.057787545,-0.660853181,0.068432725,0.964096286,-1.078504438,-1.150554102,-0.426230015,1.191437986,0.241988312,-0.164511401,-0.620189223,0.338096164,0.325227519,0.764997621,0.562575902,-0.595227228,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0.774855958,0,-0.80691236,-0.270543952,1.061786754,-1.575686274,-1.175600579,-1.026166736,0.845911301,1.15325359,0.79574715,-1.717284224,0.122860698,-0.330589074,-0.426230015,1.191437986,0.241988312,1.635406001,0.931603386,0.338096164,2.447870241,0.488899781,0.873006299,3.610078886,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.99385966,0,-0.241677052,-0.887515111,1.061786754,-0.660530674,0.841866588,0.379672129,2.653308994,-1.567906567,2.644098941,1.195848288,0.122860698,-0.877232426,-0.426230015,1.191437986,-0.932014389,1.378274943,-0.620189223,-1.077862129,-0.817733947,-0.61549158,-0.058284891,-0.875580969,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-0.429664407,0,0.301246337,-0.887515111,0.085049252,0.254624925,0.595834007,0.379672129,-0.961486392,1.15325359,-0.851387359,-1.074168903,0.523315743,-1.150554102,-0.426230015,1.191437986,-0.932014389,-0.550207987,0.155707081,0.338096164,-0.981014156,-0.89158942,-0.679145684,-1.15593471,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.774855958,0,1.62756603,0.099638744,1.061786754,1.169780525,-1.224807095,0.379672129,-0.057787545,1.15325359,-0.00805959,0.675706286,-0.277594348,-0.60391075,-0.426230015,1.191437986,-0.932014389,-0.29307693,1.70749969,1.754054456,-0.491173528,-0.61549158,-0.368715287,-0.314873487,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
-0.758169961,0,-1.679556345,-0.023755488,-0.89168825,1.169780525,0.841866588,-1.026166736,-0.961486392,0.246200205,-0.913006168,0.253521316,-0.678049393,-0.60391075,-0.426230015,-1.584178241,-0.932014389,-0.164511401,1.70749969,0.338096164,0.488507728,-1.16768726,-0.368715287,1.086895218,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.227346701,1,0.229352372,-0.517332416,0.085049252,1.169780525,-0.486709351,0.379672129,-0.057787545,1.15325359,-0.938503606,-1.542872923,0.122860698,-0.330589074,-0.426230015,0.266232577,0.241988312,0.992578357,2.483395994,1.754054456,-0.981014156,-1.16768726,-0.679145684,-1.15593471,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
-1.415181069,1,0.026065989,-1.010909343,0.085049252,-0.660530674,-0.24067677,0.379672129,-0.961486392,1.15325359,-0.894520525,-1.587143317,-0.277594348,0.216054277,-0.426230015,-1.584178241,0.241988312,-0.678773516,-0.620189223,-1.077862129,-0.817733947,-1.16768726,-0.058284891,-1.15593471,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
0.665354106,0,1.166453015,-0.887515111,-0.89168825,1.169780525,0.300594909,1.785510994,-0.961486392,0.246200205,-0.81972804,1.069501987,-0.678049393,-0.877232426,-0.426230015,1.191437986,1.415991013,-0.678773516,0.155707081,-1.077862129,-0.327893318,-0.33939374,-0.368715287,-0.034519746,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.431867066,1,0.164895714,-0.764120879,-0.89168825,-1.575686274,0.989486137,-1.026166736,-0.961486392,0.246200205,-0.811653851,-1.476115978,-0.678049393,-0.330589074,-0.426230015,0.266232577,-0.932014389,-1.064470102,-0.620189223,0.338096164,-0.654453737,-0.61549158,-0.679145684,-0.595227228,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
-0.210660704,0,0.216956861,-0.887515111,0.085049252,1.169780525,1.530757816,0.379672129,-0.961486392,1.15325359,-0.953802069,-0.6501569,-0.678049393,-0.60391075,-0.426230015,-1.584178241,-0.932014389,-1.19303563,0.155707081,0.338096164,-0.817733947,-0.61549158,-0.058284891,-0.595227228,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
-0.101158853,0,0.122750976,-0.517332416,1.061786754,-0.660530674,0.792660072,-1.026166736,-0.961486392,-1.567906567,-0.655269563,-0.174425833,2.525590969,-0.330589074,-0.426230015,1.191437986,0.241988312,-0.678773516,0.155707081,1.754054456,-0.981014156,-0.89158942,-0.679145684,-1.15593471,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
-0.429664407,0,0.839211521,-1.010909343,0.085049252,0.254624925,-1.175600579,1.785510994,-0.057787545,-1.567906567,-0.239448842,-1.562829735,-0.277594348,1.036019304,-0.426230015,-1.584178241,1.415991013,-0.164511401,0.155707081,0.338096164,-0.327893318,-0.33939374,-0.368715287,-0.314873487,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
-0.210660704,0,-0.839140689,-0.640726647,-0.89168825,0.254624925,0.448214458,0.379672129,-0.961486392,1.15325359,-0.967188224,-0.478275336,-0.678049393,-0.877232426,-0.426230015,0.266232577,0.241988312,-1.321601159,0.155707081,0.338096164,-0.981014156,-1.16768726,-0.679145684,-1.15593471,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-1.086675515,0,1.084642642,-0.887515111,1.061786754,1.169780525,-1.618459226,0.379672129,-0.961486392,-1.567906567,-0.88432155,0.759187602,-0.678049393,-0.60391075,-0.426230015,1.191437986,0.241988312,-1.321601159,2.483395994,0.338096164,-0.981014156,-1.16768726,-0.679145684,-1.15593471,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-1.196177366,1,1.374697603,1.950552221,0.085049252,-1.575686274,-0.880361482,-2.432005601,-0.961486392,0.246200205,-0.894520525,-0.527745745,-0.678049393,-0.877232426,-0.426230015,0.266232577,-0.932014389,-1.321601159,-0.620189223,-1.077862129,-0.981014156,-1.16768726,-0.679145684,-0.875580969,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-1.086675515,0,0.474783493,-0.14714972,0.085049252,1.169780525,-1.421633161,0.379672129,0.845911301,0.246200205,0.472354642,-1.593467659,-0.678049393,-0.057267399,-0.426230015,1.191437986,-0.932014389,-0.29307693,-2.171981831,0.338096164,0.325227519,1.041095461,-0.368715287,0.806541477,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-0.758169961,0,-0.202011416,-1.010909343,-0.89168825,0.254624925,-0.388296319,0.379672129,-0.057787545,1.15325359,-0.529482201,-0.496405116,-0.678049393,2.129306007,2.346151056,1.191437986,-0.932014389,0.092619656,-0.620189223,0.338096164,0.815068147,1.041095461,0.252145506,0.806541477,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.446350404,1,1.382134909,0.346427207,0.085049252,-0.660530674,-0.831154965,0.379672129,2.653308994,0.246200205,2.771161175,0.276429488,-0.678049393,-0.877232426,-0.426230015,1.191437986,-0.932014389,1.506840472,-2.171981831,0.338096164,2.447870241,2.973780342,3.977310265,1.086895218,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.320162556,0,0.650799751,1.703763758,1.061786754,-0.660530674,0.300594909,0.379672129,-0.057787545,0.246200205,-0.411131592,-0.601389195,-1.078504438,1.30934098,2.346151056,0.266232577,-0.932014389,-0.164511401,-0.620189223,0.338096164,0.325227519,0.212801941,1.804297489,0.806541477,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.008342998,0,-0.977970414,1.21018683,-0.89168825,-0.660530674,0.349801425,0.379672129,-0.961486392,-0.660853181,-0.739623588,-0.574264795,0.523315743,1.582662656,2.346151056,-1.584178241,-0.932014389,-0.421642458,-1.396085527,0.338096164,-0.981014156,-1.16768726,-0.679145684,-1.15593471,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.99385966,0,1.012748677,-0.517332416,1.061786754,-1.575686274,1.579964332,0.379672129,-0.057787545,1.15325359,-0.155307296,0.861782485,0.523315743,1.582662656,2.346151056,0.266232577,-0.932014389,0.349750714,0.931603386,0.338096164,0.325227519,0.488899781,-0.679145684,1.086895218,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
-0.210660704,0,1.057372517,-0.14714972,-1.868425752,1.169780525,-1.470839677,1.785510994,-0.961486392,1.15325359,-0.899620013,-1.324050686,-0.678049393,1.036019304,-0.426230015,1.191437986,-0.932014389,-1.321601159,-0.620189223,0.338096164,-0.981014156,-1.16768726,-0.679145684,-0.875580969,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
